,Licences masculines,,1704,386,439,165,134,1149,244,385,140,167,262,232,1412,524,18,212,402,594,112,69,41,585,456,1,190,452,484,641,320,410,296,918,83,1130,418,798,70,271,426,267,168,189,633,188,776,764,146,271,2,667,682,548,190,238,891,19,414,1528,148,2020,521,112,872,372,162,113,107,1504,1529,1906,169,733,503,359,803,729,1781,1502,1621,586,209,273,125,787,608,624,504,175,368,312,226,1038,1235,1475,1379,890,138,136,127,841,0,0,0,1,0,0,152,139,22,2609,57866
,Licences féminines,,5074,1817,1530,514,704,4720,1079,1367,708,836,1314,1225,6443,3833,124,935,2150,1926,769,792,673,2005,2071,12,1196,1485,1880,3275,1559,2631,1550,4779,624,5877,2807,4324,587,1946,1935,912,867,985,1813,969,3671,3302,805,1213,4,3020,3415,2282,930,934,3409,143,2186,5987,1095,7123,2503,580,3650,2034,956,491,979,8317,5144,6131,877,2599,2404,1593,2758,3142,7545,7169,6042,3163,1182,1491,941,4256,2570,2424,2438,1074,1377,1370,740,5739,6008,5179,7037,4726,1097,1235,389,2743,0,0,0,29,0,0,547,404,88,12097,259399
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
,Sous/Total,,6778,2203,1969,679,838,5869,1323,1752,848,1003,1576,1457,7855,4357,142,1147,2552,2520,881,861,714,2590,2527,13,1386,1937,2364,3916,1879,3041,1846,5697,707,7007,3225,5122,657,2217,2361,1179,1035,1174,2446,1157,4447,4066,951,1484,6,3687,4097,2830,1120,1172,4300,162,2600,7515,1243,9143,3024,692,4522,2406,1118,604,1086,9821,6673,8037,1046,3332,2907,1952,3561,3871,9326,8671,7663,3749,1391,1764,1066,5043,3178,3048,2942,1249,1745,1682,966,6777,7243,6654,8416,5616,1235,1371,516,3584,0,0,0,30,0,0,699,543,110,14711,317270
114,FF d'haltérophilie - musculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,68,239,38,24,2,721,129,1,35,87,16,86,583,254,17,82,88,124,209,1,1,43,5,3,92,88,74,154,35,297,68,417,11,725,329,35,248,59,201,20,181,131,26,5,389,520,437,4,1,171,89,46,56,141,111,2,567,138,10,738,515,21,267,125,194,45,13,690,117,288,46,65,21,96,118,116,217,224,201,2,524,12,138,241,300,32,51,129,22,32,6,41,392,136,270,180,155,46,55,310,0,0,0,0,1,0,90,31,0,2,16049
,Licences féminines,,14,211,15,9,3,548,17,0,16,39,9,59,219,109,8,122,41,54,62,0,0,20,6,2,66,68,137,109,23,224,19,235,5,499,113,22,408,11,148,8,78,103,4,1,139,345,376,0,1,29,47,24,100,203,47,0,410,86,5,349,304,2,80,63,123,17,7,536,119,179,41,21,9,49,102,30,149,57,93,0,504,4,230,139,49,16,32,71,29,33,6,14,162,63,105,81,140,12,65,93,0,0,0,0,0,1,70,7,0,2,9934
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,82,450,53,33,5,1269,146,1,51,126,25,145,802,363,25,204,129,178,271,1,1,63,11,5,158,156,211,263,58,521,87,652,16,1224,442,57,656,70,349,28,259,234,30,6,528,865,813,4,2,200,136,70,156,344,158,2,977,224,15,1087,819,23,347,188,317,62,20,1226,236,467,87,86,30,145,220,146,366,281,294,2,1028,16,368,380,349,48,83,200,51,65,12,55,554,199,375,261,295,58,120,403,0,0,0,0,1,1,160,38,0,4,25983
115,FF de handball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,(E) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Licences féminines,(E) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Licences non réparties,(E) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549295,549295
,Sous/Total,(E) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549295,549295
116,FF de hockey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,43,4,2,1,0,585,19,0,1,0,0,0,111,226,0,2,2,3,1,0,0,8,16,0,3,8,43,20,105,30,3,179,206,856,33,223,0,93,122,0,1,158,189,0,639,235,0,0,0,326,8,1,0,112,13,0,16,3,4,3087,39,7,675,0,0,1,0,35,0,526,0,2,86,0,2,346,770,39,600,0,426,28,2,11,3,2,1,20,2,0,0,86,697,34,183,29,0,0,0,46,0,0,0,0,0,0,0,0,61,0,12499
,Licences féminines,,4,3,0,0,0,201,1,0,0,0,0,0,61,61,0,0,2,5,0,0,0,2,16,0,0,9,12,3,31,18,2,64,75,558,16,57,0,43,20,0,0,48,69,1,189,46,0,1,0,79,0,0,0,6,1,0,0,0,0,1354,5,1,145,0,0,0,0,7,0,222,0,1,16,0,0,158,113,2,315,1,164,6,0,4,0,0,0,10,0,0,0,53,248,9,51,9,0,0,0,3,0,0,0,0,0,0,0,0,15,0,4616
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,Sous/Total,,47,7,2,1,0,786,20,0,1,0,0,0,172,287,0,2,4,8,1,0,0,10,32,0,3,17,55,23,136,48,5,243,281,1414,49,280,0,136,142,0,1,206,258,1,828,281,0,1,0,405,8,1,0,118,14,0,16,3,4,4441,44,8,820,0,0,1,0,42,0,751,0,3,102,0,2,504,889,41,915,1,590,34,2,15,3,2,1,30,2,0,0,139,945,43,234,38,0,0,0,49,0,0,0,0,0,0,0,0,76,0,17124
117,"FF de judo-jujitsu, kendo et disciplines associées",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,3681,3325,1376,1228,884,6065,1238,1075,760,1573,2080,1302,9443,4775,471,1852,3208,1772,1195,816,742,3263,2949,529,2111,3424,2782,4090,2474,4777,3566,9700,1150,11641,5188,6971,1286,4297,8388,1511,2351,1526,4090,1247,7380,4790,859,1724,389,5256,2273,2896,1000,1952,4567,987,4305,6019,1140,13599,6124,1543,7036,3861,3874,1222,2709,6775,3936,10905,1302,2496,2678,2458,4080,8710,7833,11131,12085,2022,3232,2117,1656,5289,2788,3412,3028,2122,2633,2090,942,9699,12832,8337,8391,9144,1608,1838,875,2394,92,350,31,2,0,23,1002,0,132,842,386989
,Licences féminines,,1358,1708,700,644,360,2208,509,453,426,595,942,581,2925,2291,288,862,1624,998,687,395,294,1649,1258,270,1294,1396,1217,2007,1096,2090,1291,3849,625,5115,1776,2787,726,1971,3229,691,1079,716,1520,569,2778,2201,473,922,213,2216,1117,1165,597,1263,2006,575,1732,3110,661,5680,2953,812,3517,1667,1871,697,1124,2758,1695,3694,599,1114,1127,949,1440,2328,3204,4480,3548,989,1449,855,817,1917,983,1435,1528,1260,1684,1126,289,3511,3437,3205,2735,3423,678,767,529,938,40,207,64,0,0,9,351,1,40,343,159965
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,5039,5033,2076,1872,1244,8273,1747,1528,1186,2168,3022,1883,12368,7066,759,2714,4832,2770,1882,1211,1036,4912,4207,799,3405,4820,3999,6097,3570,6867,4857,13549,1775,16756,6964,9758,2012,6268,11617,2202,3430,2242,5610,1816,10158,6991,1332,2646,602,7472,3390,4061,1597,3215,6573,1562,6037,9129,1801,19279,9077,2355,10553,5528,5745,1919,3833,9533,5631,14599,1901,3610,3805,3407,5520,11038,11037,15611,15633,3011,4681,2972,2473,7206,3771,4847,4556,3382,4317,3216,1231,13210,16269,11542,11126,12567,2286,2605,1404,3332,132,557,95,2,0,32,1353,1,172,1185,546954
118,FF de lutte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,174,137,71,4,0,254,80,44,23,29,20,2,317,135,0,13,18,2,0,0,1,332,257,2,81,326,7,38,105,572,63,250,14,381,306,216,2,272,199,68,52,0,54,28,404,76,1,59,0,89,120,293,0,28,39,1,164,322,3,769,99,14,509,728,122,198,64,498,334,413,38,398,82,105,82,285,328,417,125,4,1,28,315,128,8,7,13,232,56,3,13,167,318,701,613,150,0,1,0,382,0,0,0,0,0,424,0,0,0,3,15723
,Licences féminines,,39,86,20,1,0,64,29,0,4,0,7,1,71,52,0,4,3,1,0,0,0,161,93,0,35,112,0,10,31,215,20,110,3,124,103,62,0,28,25,13,26,0,8,4,123,1,0,15,0,9,33,93,0,5,7,0,68,91,3,216,7,16,298,156,95,63,15,31,84,83,86,138,3,31,19,48,142,88,19,0,0,4,211,68,1,0,5,140,41,1,6,17,37,143,87,10,1,0,0,159,0,0,0,0,0,111,0,0,0,1,4694
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,213,223,91,5,0,318,109,44,27,29,27,3,388,187,0,17,21,3,0,0,1,493,350,2,116,438,7,48,136,787,83,360,17,505,409,278,2,300,224,81,78,0,62,32,527,77,1,74,0,98,153,386,0,33,46,1,232,413,6,985,106,30,807,884,217,261,79,529,418,496,124,536,85,136,101,333,470,505,144,4,1,32,526,196,9,7,18,372,97,4,19,184,355,844,700,160,1,1,0,541,0,0,0,0,0,535,0,0,0,4,20417
119,FF de natation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,1201,714,795,258,351,2584,446,637,179,378,218,623,3412,1336,110,457,697,487,333,207,435,1104,820,215,392,746,787,1304,504,962,1265,2902,267,2764,1936,1315,277,1061,2904,448,380,525,1346,475,2602,819,215,310,85,1622,1057,908,198,607,1118,315,842,1511,278,3513,1320,288,1924,1607,1141,421,545,1853,1450,6264,303,1250,707,599,1030,3499,1664,2907,4707,483,749,797,268,2055,1101,640,549,716,378,607,369,4382,4568,2879,2654,2569,330,550,612,1236,20,0,26,10,0,645,1161,93,0,0,120483
,Licences féminines,,1594,933,1223,294,522,3540,704,1005,193,455,389,1067,4530,1420,294,729,814,839,320,196,664,1633,983,353,496,795,864,1934,526,1149,1353,3016,285,3766,2037,1612,427,1486,3798,689,590,965,2102,636,3348,1064,365,323,88,1770,1118,1023,410,679,1319,412,956,2300,279,3757,2129,335,2637,2683,1542,462,890,2750,1490,6809,388,1664,987,624,1342,2834,2083,2753,5380,668,757,1034,317,2376,1396,710,787,962,665,1059,396,5409,5503,4172,3224,2608,582,727,715,1812,14,0,22,2,0,521,1338,86,0,0,150075
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38305,38305
,Sous/Total,,2795,1647,2018,552,873,6124,1150,1642,372,833,607,1690,7942,2756,404,1186,1511,1326,653,403,1099,2737,1803,568,888,1541,1651,3238,1030,2111,2618,5918,552,6530,3973,2927,704,2547,6702,1137,970,1490,3448,1111,5950,1883,580,633,173,3392,2175,1931,608,1286,2437,727,1798,3811,557,7270,3449,623,4561,4290,2683,883,1435,4603,2940,13073,691,2914,1694,1223,2372,6333,3747,5660,10087,1151,1506,1831,585,4431,2497,1350,1336,1678,1043,1666,765,9791,10071,7051,5878,5177,912,1277,1327,3048,34,0,48,12,0,1166,2499,179,0,38305,308863
120,FF de pentathlon moderne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,0,31,0,5,0,1,1,0,20,0,16,0,134,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1,14,12,25,1,7,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47,0,0,1,0,0,91,11,11,1,0,0,0,0,0,111,4,12,5,0,0,0,0,25,6,0,0,3,0,1,0,2,13,14,55,7,0,0,5,2,0,0,0,0,0,0,0,0,0,453,1164
,Licences féminines,,1,27,0,12,0,2,0,0,15,0,3,0,99,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,7,10,22,2,6,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,56,5,6,1,0,0,1,1,0,92,5,8,2,0,0,1,1,16,2,0,0,0,1,0,0,1,13,8,44,1,0,0,3,2,0,0,0,0,0,0,0,0,0,324,856
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,1,58,0,17,0,3,1,0,35,0,19,0,233,0,0,0,4,0,4,0,0,0,0,3,0,0,1,0,1,0,1,21,22,47,3,13,1,1,8,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,88,0,0,1,0,0,147,16,17,2,0,0,1,1,0,203,9,20,7,0,0,1,1,41,8,0,0,3,1,1,0,3,26,22,99,8,0,0,8,4,0,0,0,0,0,0,0,0,0,777,2020
121,FF de ski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,1577,13,63,639,2691,2421,345,27,960,31,552,385,788,24,198,21,57,45,157,40,64,202,32,3,26,1198,904,17,17,196,545,1177,405,721,384,72,24,35,6760,1298,413,22,662,163,134,66,25,50,107,23,17,34,7,100,275,13,54,382,69,66,41,12,64,1243,1154,1220,881,1562,2280,1176,316,354,15,8779,12441,419,32,143,194,31,11,46,33,599,249,23,72,55,1230,31,152,155,226,50,100,76,1,0,0,18,0,0,1,0,0,0,1,44,3242,460,67028
,Licences féminines,,891,3,34,341,1358,1468,217,12,665,6,366,239,443,11,113,18,22,16,100,20,29,117,23,8,16,563,616,7,11,113,285,658,264,435,218,52,12,21,4024,708,242,15,374,91,82,28,5,24,79,11,9,19,2,53,190,4,26,233,35,33,19,3,36,645,802,662,506,1048,1347,742,202,200,12,5091,7846,247,15,68,81,9,2,34,27,370,114,17,56,32,685,13,91,67,121,11,52,38,0,0,0,3,0,0,0,0,0,1,0,30,2369,338,40130
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,2468,16,97,980,4049,3889,562,39,1625,37,918,624,1231,35,311,39,79,61,257,60,93,319,55,11,42,1761,1520,24,28,309,830,1835,669,1156,602,124,36,56,10784,2006,655,37,1036,254,216,94,30,74,186,34,26,53,9,153,465,17,80,615,104,99,60,15,100,1888,1956,1882,1387,2610,3627,1918,518,554,27,13870,20287,666,47,211,275,40,13,80,60,969,363,40,128,87,1915,44,243,222,347,61,152,114,1,0,0,21,0,0,1,0,0,1,1,74,5611,798,107158
122,FF de taekwondo et disciplines associées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,224,59,80,10,35,489,101,20,32,62,272,252,969,257,2,72,238,97,42,290,356,43,48,11,11,20,263,187,390,61,534,1649,34,440,1481,363,23,87,813,2,122,38,114,98,559,772,99,144,4,134,3,23,34,18,615,15,46,356,9,1286,246,35,73,190,125,43,270,1093,284,1771,12,37,332,158,483,1096,428,1479,1222,414,87,147,91,638,253,257,189,132,88,42,23,1682,1250,1059,1567,606,187,147,226,620,74,3,53,0,0,189,221,79,0,364,34973
,Licences féminines,,159,29,35,5,8,249,102,10,15,44,156,149,482,149,1,24,121,275,17,140,272,31,17,8,6,11,197,113,235,32,281,1137,16,214,733,143,21,43,556,4,52,21,40,37,328,457,74,131,1,64,0,7,19,12,420,12,22,173,6,752,93,25,42,134,78,18,176,507,178,919,7,23,223,74,319,558,307,729,671,225,40,104,41,324,93,156,149,80,46,24,17,961,679,558,819,384,100,120,121,350,85,1,36,0,0,82,113,36,0,153,19846
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,383,88,115,15,43,738,203,30,47,106,428,401,1451,406,3,96,359,372,59,430,628,74,65,19,17,31,460,300,625,93,815,2786,50,654,2214,506,44,130,1369,6,174,59,154,135,887,1229,173,275,5,198,3,30,53,30,1035,27,68,529,15,2038,339,60,115,324,203,61,446,1600,462,2690,19,60,555,232,802,1654,735,2208,1893,639,127,251,132,962,346,413,338,212,134,66,40,2643,1929,1617,2386,990,287,267,347,970,159,4,89,0,0,271,334,115,0,517,54819
123,FF de tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,8421,3497,2856,1756,1104,14703,3098,1818,1418,2426,3199,2006,23798,6556,970,3438,6366,2638,1561,1262,1417,4450,5065,996,3889,3984,5948,5828,4418,7957,8131,18412,2057,20704,14389,10394,1773,6687,14044,1805,4803,3957,6805,2053,15552,7693,1405,2992,454,7470,4621,4968,1265,2279,6582,1142,6486,10111,1639,23862,9222,1998,8404,6834,6728,2022,3986,11081,6327,22574,1414,3455,4379,4500,10764,26599,13407,16745,27798,3167,4954,3587,2213,12175,5433,6404,4420,3371,2792,2377,1456,17330,31926,9084,15124,14209,1827,1647,613,5546,92,198,217,1,30,3,1576,1579,2710,1,695677
,Licences féminines,,3651,1379,1250,846,477,6340,1489,738,697,1096,1546,866,9597,2490,594,1512,2656,1100,801,494,760,1743,2139,632,1945,1695,2463,2435,1754,3525,3400,7623,1023,8474,5850,3837,1015,2512,5565,903,2367,1991,2896,930,5708,3330,654,1394,290,2407,1989,2351,613,848,2942,677,2715,4630,761,8371,3789,954,3065,2940,3346,975,1774,5329,2934,8563,653,1443,1551,2252,4768,11147,5237,6618,10802,1121,1941,1746,1038,4960,2222,2237,1887,1780,1505,1009,751,6263,12973,3886,5702,5507,1020,817,268,2877,33,81,97,0,15,0,713,873,1635,1,289874
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,12072,4876,4106,2602,1581,21043,4587,2556,2115,3522,4745,2872,33395,9046,1564,4950,9022,3738,2362,1756,2177,6193,7204,1628,5834,5679,8411,8263,6172,11482,11531,26035,3080,29178,20239,14231,2788,9199,19609,2708,7170,5948,9701,2983,21260,11023,2059,4386,744,9877,6610,7319,1878,3127,9524,1819,9201,14741,2400,32233,13011,2952,11469,9774,10074,2997,5760,16410,9261,31137,2067,4898,5930,6752,15532,37746,18644,23363,38600,4288,6895,5333,3251,17135,7655,8641,6307,5151,4297,3386,2207,23593,44899,12970,20826,19716,2847,2464,881,8423,125,279,314,1,45,3,2289,2452,4345,2,985551
124,FF de tennis de table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Licences masculines,,1203,929,755,281,99,2312,539,1002,175,715,368,416,2221,2149,239,1156,1200,1195,475,133,68,986,1462,90,544,1326,903,1816,1372,3222,1258,1798,385,3900,1501,3146,1271,3749,2898,451,726,1155,2765,391,6319,3029,330,794,249,3511,2013,1081,286,2860,2353,621,2138,2677,676,12526,2032,1066,4442,1595,680,237,594,1866,1480,3878,707,868,2826,773,1187,2232,3725,2923,5545,1859,1338,581,370,1768,709,3117,1716,619,1182,527,355,4437,3376,1668,4374,2517,169,213,65,445,0,56,0,0,77,92,208,15,147,179,167043
,Licences féminines,,329,136,144,34,8,938,221,240,37,163,47,52,664,323,32,198,182,387,100,38,18,160,198,11,57,155,257,289,238,518,272,276,68,733,450,336,476,1188,875,82,153,218,1109,66,955,1099,41,239,47,393,319,143,88,584,827,226,222,737,259,5408,389,174,1358,300,119,25,147,571,505,597,213,241,511,264,191,346,652,443,1702,426,261,118,32,389,95,378,559,138,401,144,60,1375,613,319,1480,362,14,31,20,99,0,9,0,0,33,37,100,2,27,61,40394
,Licences non réparties,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sous/Total,,1532,1065,899,315,107,3250,760,1242,212,878,415,468,2885,2472,271,1354,1382,1582,575,171,86,1146,1660,101,601,1481,1160,2105,1610,3740,1530,2074,453,4633,1951,3482,1747,4937,3773,533,879,1373,3874,457,7274,4128,371,1033,296,3904,2332,1224,374,3444,3180,847,2360,3414,935,17934,2421,1240,5800,1895,799,262,741,2437,1985,4475,920,1109,3337,1037,1378,2578,4377,3366,7247,2285,1599,699,402,2157,804,3495,2275,757,1583,671,415,5812,3989,1987,5854,2879,183,244,85,544,0,65,0,0,110,129,308,17,174,240,207437
125,FF de tir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
